title,maingenre,popularity,budgetM,revenueM,profitM,release_date,runtime,vote_average,vote_count,Collection
Flawless,Crime,6.496913,20,7,-13,9/1/2007,108,6.6,142,
Johnny Handsome,Crime,9.059459,20,7,-13,9/12/1989,94,6.1,49,
An American Carol,Comedy,2.151159,20,7,-13,10/3/2008,83,4.1,20,
U Turn,Thriller,7.923639,19,7,-12,10/3/1997,125,6.5,185,
Take Me Home Tonight,Comedy,8.132811,19,7,-12,3/4/2011,97,6.2,215,
Clifford,Comedy,2.459293,19,7,-12,4/1/1994,89,5.3,17,
Red Sonja,Adventure,10.014248,18,7,-11,4/9/1985,89,5,211,Conan the Barbarian Collection
Black Nativity,Drama,5.346121,18,7,-11,11/27/2013,93,5.8,16,
Nine 1/2 Weeks,Drama,6.706262,17,7,-10,2/14/1986,117,5.8,183,9Â½ Weeks Collection
American Dreamz,Comedy,4.936369,17,7,-10,3/4/2006,107,4.9,97,
It's a Boy Girl Thing,Comedy,8.960677,16,7,-9,12/26/2006,95,6.3,279,
A Cry in the Dark,Drama,3.970538,15,7,-8,11/11/1988,120,6.4,49,
Mighty Aphrodite,Comedy,15.899134,15,7,-8,9/13/1995,95,6.7,145,
The Princess of Montpensier,Action,2.156145,15,7,-8,11/3/2010,139,6.4,42,
Bee Season,Drama,2.308846,14,7,-7,9/3/2005,104,5.2,26,
Quills,Drama,5.387711,14,7,-7,11/22/2000,124,6.8,129,
Once Upon a Forest,Animation,3.14419,13,7,-6,6/18/1993,71,6.2,24,
Conviction,Drama,11.024462,13,7,-6,9/11/2010,107,7,195,
Running with Scissors,Drama,4.926507,12,7,-5,10/27/2006,116,5.8,80,
The Secret of Moonacre,Adventure,12.01334,12,7,-5,9/6/2008,103,6.2,112,
Off Limits,Action,11.516965,12,7,-5,3/11/1988,102,5.6,16,
Centurion,Adventure,13.00941,12,7,-5,2/15/2010,97,6,394,
Into the Night,Comedy,5.709878,11,7,-4,2/15/1985,115,6.4,59,
White Tiger,Action,9.56013,11,7,-4,5/3/2012,104,5.9,24,
Rescue Dawn,Adventure,9.604564,10,7,-3,9/9/2006,126,6.9,339,
The Amateur,Action,1.701134,10,7,-3,12/11/1981,112,5,1,
Maximum Overdrive,Action,6.614078,10,7,-3,7/25/1986,97,5.5,170,
The Joneses,Comedy,6.632194,10,7,-3,9/13/2009,96,6.1,212,
Bones,Action,6.513545,10,7,-3,10/24/2001,96,4.3,36,
Fortress,Action,5.970749,8,7,-1,9/30/1992,95,5.7,171,Fortress Collection
Outside Providence,Romance,3.10924,7,7,0,8/16/1999,96,5.6,30,
"Two Days, One Night",Drama,6.868022,7,7,0,5/21/2014,95,6.8,327,
The Touch,Drama,0.659046,7,7,0,7/14/1971,115,6,3,
Incendies,Drama,8.596012,7,7,0,9/4/2010,130,7.9,496,
City Island,Drama,7.016044,6,7,1,3/6/2009,104,6.9,114,
200 Cigarettes,Comedy,3.227046,6,7,1,2/26/1999,101,6.1,44,
The Train,Action,4.412564,6,7,1,9/21/1964,133,7.2,74,
Crossover,Action,0.906143,6,7,1,9/1/2006,95,4.2,10,
Madras Cafe,Thriller,2.39989,5,7,2,8/23/2013,130,6.9,32,
The Twilight Samurai,Action,4.281103,5,7,2,11/2/2002,129,7.5,95,Samurai Trilogy
Force 10 from Navarone,Action,5.05047,5,7,2,11/1/1978,118,6.4,94,Navarone Collection
The Green Inferno,Action,9.336019,5,7,2,9/4/2014,100,5,359,
Paris Can Wait,Drama,8.966129,5,7,2,9/12/2016,92,6.4,25,
10 to Midnight,Horror,3.372304,5,7,2,3/11/1983,101,6.1,37,
The Big Red One,Drama,5.395103,5,7,2,5/28/1980,113,6.8,83,
Bound,Crime,12.449574,5,7,2,9/13/1996,108,6.9,203,
Requiem for a Dream,Crime,6.874828,5,7,2,10/27/2000,102,7.9,2525,
Son of Rambow,Comedy,7.391932,4,7,3,1/22/2007,96,6.7,146,
F.C. De Kampioenen: Kampioen zijn blijft plezant,Comedy,0.852186,4,7,3,12/17/2013,115,6.3,8,F.C. De Kampioenen Collectie
A Company Man,Drama,6.261686,4,7,3,10/11/2012,96,6.6,52,
Scaramouche,Action,3.803547,3,7,4,5/8/1952,115,6.9,13,
99,Comedy,0.328668,3,7,4,5/15/2009,141,5.6,5,
Phantasm II,Action,8.733192,3,7,4,7/8/1988,97,6.3,97,Phantasm Collection
Woman Thou Art Loosed,Drama,0.129004,3,7,4,9/30/2004,94,5,3,
Cinderfella,Comedy,2.395067,3,7,4,12/18/1960,91,6.7,25,
Donovan's Reef,Adventure,1.920256,3,7,4,6/12/1963,109,6,31,
Singin' in the Rain,Comedy,11.064858,3,7,4,4/10/1952,103,7.9,747,
The Spectacular Now,Comedy,8.098964,3,7,4,8/2/2013,95,6.8,1074,
Bathing Beauty,Comedy,0.789574,2,7,5,7/1/1944,101,7,4,
PEEPLI [Live],Drama,2.927226,2,7,5,8/13/2010,104,7.7,17,
Marnie,Crime,6.409094,2,7,5,7/9/1964,130,7.2,233,
The Babadook,Drama,8.832788,2,7,5,5/22/2014,93,6.5,1890,
Bluffmaster!,Drama,1.12908,2,7,5,1/1/2005,137,4.9,14,
Hang 'em High,Western,7.266576,2,7,5,7/31/1968,114,6.7,197,
You Can't Take It With You,Comedy,4.370592,2,7,5,8/23/1938,126,7.2,79,
Voyage to the Bottom of the Sea,Adventure,3.013584,2,7,5,7/12/1961,105,5.4,35,
Initial D,Action,4.331811,2,7,5,5/12/2005,107,6.3,46,
Run Lola Run,Action,7.765379,2,7,5,8/20/1998,81,7.2,672,
Spellbound,Drama,5.47596,2,7,5,12/28/1945,111,7.3,166,
Kids,Drama,4.877872,2,7,5,7/28/1995,91,6.8,280,
Strangers on a Train,Crime,15.41773,1,7,6,6/18/1951,101,7.6,379,
The Trouble with Harry,Comedy,6.486117,1,7,6,10/3/1955,99,6.9,152,
The Wedding Banquet,Comedy,2.709403,1,7,6,8/4/1993,109,6.8,42,
Hard Candy,Drama,9.62025,1,7,6,1/14/2005,103,6.8,726,
Children of the Corn II: The Final Sacrifice,Horror,8.357875,1,7,6,1/29/1993,92,4.5,50,Children of the Corn Collection
A Patch of Blue,Drama,2.46167,1,7,6,12/10/1965,105,7.6,27,
Parasite,Horror,0.577976,1,7,6,3/12/1982,85,5.1,8,
Women on the Verge of a Nervous Breakdown,Comedy,5.470331,1,7,6,3/14/1988,88,7.6,149,
Grandma,Comedy,4.565414,1,7,6,6/4/2015,78,6.1,143,
A Sound of Thunder,Thriller,4.980191,80,6,-74,5/15/2005,110,4.8,111,
D-Tox,Action,13.374415,55,6,-49,1/4/2002,96,5.4,126,
Switchback,Action,3.742824,37,6,-31,10/31/1997,118,5.8,52,
The Good German,War,5.290831,32,6,-26,12/8/2006,108,5.9,87,
Wind,Action,8.004555,29,6,-23,9/11/1992,126,6.1,10,
Kundun,Drama,5.01752,28,6,-22,12/25/1997,134,6.8,92,
Sheena,Action,4.11214,25,6,-19,8/17/1984,117,5,22,
Steal Big Steal Little,Comedy,1.522412,25,6,-19,9/29/1995,113,5.1,7,
The Contract,Drama,5.615957,25,6,-19,4/5/2006,96,5.5,152,
Bodyguards and Assassins,Drama,10.861339,23,6,-17,12/18/2009,139,6.5,58,
Stanley & Iris,Drama,1.914881,23,6,-17,2/9/1990,104,5.7,26,
Cosmopolis,Drama,6.087109,21,6,-15,5/25/2012,109,5.1,337,
One Eight Seven,Drama,6.476493,20,6,-14,7/29/1997,119,6.5,141,
The Brothers Bloom,Adventure,7.973126,20,6,-14,9/9/2008,114,6.8,206,
Screamers,Horror,12.758848,20,6,-14,9/8/1995,108,6.1,154,Screamers Collection
Little Boy,Comedy,11.946728,20,6,-14,4/23/2015,106,7,190,
The Devil's Double,Drama,6.681211,19,6,-13,2/11/2011,109,6.5,208,
Pawn Sacrifice,Thriller,7.399209,19,6,-13,9/16/2015,115,6.7,272,
Something Wicked This Way Comes,Fantasy,3.985819,19,6,-13,4/29/1983,95,6.6,38,
The Young Messiah,Drama,1.729199,19,6,-13,3/10/2016,120,6.4,30,
Ed Wood,Comedy,11.720358,18,6,-12,9/27/1994,127,7.3,639,
Midnight Special,Adventure,12.682927,18,6,-12,2/18/2016,112,6.2,705,
Article 99,Comedy,2.471038,18,6,-12,3/13/1992,100,5.5,12,
Delirious,Fantasy,1.33724,18,6,-12,8/9/1991,96,5.5,27,
The Illusionist,Animation,6.971611,18,6,-12,2/16/2010,80,7.2,177,
The Immigrant,Drama,6.985915,16,6,-10,7/3/2013,117,6.2,256,
Highlander,Adventure,16.870392,16,6,-10,3/7/1986,116,6.8,642,Highlander Collection
Transsiberian,Thriller,12.497651,15,6,-9,1/18/2008,111,6.5,197,
Post Grad,Comedy,9.747452,15,6,-9,8/21/2009,89,5,102,
Bordello of Blood,Horror,3.450402,15,6,-9,8/16/1996,87,5,63,Tales from the Crypt Collection
The Tie That Binds,Thriller,1.820419,14,6,-8,9/8/1995,99,4.6,9,
Slackers,Comedy,8.559189,14,6,-8,2/1/2002,86,5.4,60,
The Skin I Live In,Drama,9.782542,13,6,-7,8/17/2011,117,7.4,797,
The Duelist,Action,2.981184,13,6,-7,9/29/2016,110,6,20,
For Your Consideration,Comedy,12.142183,12,6,-6,11/22/2006,86,5.9,44,
Nadine,Action,7.569698,12,6,-6,8/7/1987,83,5.5,21,
Gods and Monsters,Drama,6.788021,10,6,-4,1/21/1998,105,6.8,82,
Max Steel,Action,6.703892,10,6,-4,10/14/2016,92,5.1,234,
MacGruber,Action,11.107782,10,6,-4,5/21/2010,90,5.1,184,
Barton Fink,Comedy,8.387026,9,6,-3,8/1/1991,116,7.4,450,
Racing with the Moon,Drama,10.941991,9,6,-3,3/23/1984,108,5.8,15,
All Is Lost,Action,12.74965,9,6,-3,10/18/2013,106,6.6,679,
Hot to Trot,Comedy,1.99161,9,6,-3,8/26/1988,88,5.1,17,
Gymkata,Action,1.542843,9,6,-3,5/3/1985,90,4.7,14,
Albert Nobbs,Drama,5.379039,8,6,-2,12/21/2011,113,6.2,136,
It's Kind of a Funny Story,Comedy,8.172013,8,6,-2,7/6/2010,101,6.9,691,
Anomalisa,Animation,10.428421,8,6,-2,12/30/2015,90,6.9,472,
Rambling Rose,Drama,3.399684,8,6,-2,9/10/1991,112,6.4,21,
20th Century Women,Drama,9.855927,7,6,-1,12/25/2016,119,7.3,213,
We Need to Talk About Kevin,Drama,5.325574,7,6,-1,9/28/2011,112,7.4,687,
College,Comedy,10.36168,7,6,-1,8/28/2008,94,4.8,48,
Anjaana Anjaani,Comedy,1.82294,6,6,0,9/24/2010,151,6.1,27,
Bleed for This,Drama,7.873407,6,6,0,11/4/2016,116,6.7,192,
Affliction,Drama,4.40959,6,6,0,8/28/1997,114,5.8,56,
Human Capital,Drama,7.217205,6,6,0,1/9/2014,111,7.4,201,
The Hitcher,Action,5.648114,6,6,0,2/21/1986,97,6.9,192,The Hitcher (1986) Collection
The Transformers: The Movie,Animation,6.759181,6,6,0,8/8/1986,84,7.1,134,
Batman: Mask of the Phantasm,Action,7.29114,6,6,0,12/25/1993,76,7.4,218,Batman (DC Universe Animated) Collection
A Conspiracy of Faith,Crime,6.859858,5,6,1,3/3/2016,112,6.8,110,Department Q series
Captain Fantastic,Adventure,16.519276,5,6,1,7/2/2016,119,7.9,1569,
My Brother Is an Only Child,Comedy,4.391819,5,6,1,4/20/2007,108,6.7,61,
The Opposite of Sex,Comedy,14.734622,5,6,1,5/22/1998,105,5.9,56,
Incarnate,Horror,15.909181,5,6,1,12/1/2016,91,5.1,142,
El Dorado,Western,7.070669,5,6,1,12/17/1966,120,7.2,96,
The Devil's Backbone,Fantasy,11.111299,5,6,1,4/20/2001,106,7.2,277,
Night of the Living Dead,Horror,10.644165,4,6,2,10/18/1990,88,6.7,198,
Aadukalam,Action,0.372987,4,6,2,1/14/2011,160,6.8,8,
Topaz,Action,5.757907,4,6,2,12/18/1969,143,6.1,78,
Battle for Terra,Action,6.737142,4,6,2,9/6/2007,85,6,98,
The Sweeney,Action,5.311336,4,6,2,9/11/2012,112,5.7,110,
Evil Dead II,Horror,13.520764,4,6,2,3/13/1987,84,7.5,760,Evil Dead Collection
The Legend of Bhagat Singh,Drama,0.904409,3,6,3,6/7/2002,155,7.2,15,
Butterfly,Drama,2.753674,3,6,3,9/24/1999,96,7.2,44,
Never Die Alone,Action,6.212433,3,6,3,3/26/2004,88,5.7,34,
Central Station,Drama,4.919716,3,6,3,1/16/1998,113,7.6,132,
This is Sodom,Comedy,0.63535,3,6,3,8/5/2010,88,7.5,10,
Before Sunrise,Drama,11.304979,3,6,3,1/27/1995,105,7.7,984,Before... Collection
Knock Knock,Drama,11.898793,3,6,3,6/26/2015,99,4.9,880,
Get on the Bus,Drama,5.230661,2,6,4,10/16/1996,120,7,11,
Alaipayuthey,Romance,0.570021,2,6,4,4/14/2000,156,6.7,6,
Harsh Times,Crime,7.659357,2,6,4,9/11/2005,120,6.3,198,
Charlie,Drama,1.188662,2,6,4,12/24/2015,130,7.4,10,
Sarkar,Crime,2.004745,2,6,4,7/1/2005,123,6.9,17,Sarkar Collection
Company,Action,1.472352,2,6,4,4/15/2002,156,6.3,16,
Loose Cannons,Action,1.961208,2,6,4,2/9/1990,94,4.9,20,
Hardware,Horror,6.026159,2,6,4,9/14/1990,93,5.6,88,
Mildred Pierce,Crime,4.497049,1,6,5,9/24/1945,111,7.4,81,
Rebecca,Drama,8.590813,1,6,5,4/12/1940,130,7.7,346,
How Green Was My Valley,Drama,9.058578,1,6,5,10/28/1941,118,6.9,76,
"The Good, the Bad and the Ugly",Western,16.788787,1,6,5,12/23/1966,161,8.1,2371,The Man With No Name Collection
Monkeybone,Adventure,8.893957,75,5,-70,2/23/2001,93,4.2,79,
Love in the Time of Cholera,Drama,5.20735,45,5,-40,10/4/2007,139,6.5,84,
Black Gold,Adventure,6.652197,40,5,-35,12/21/2011,130,5.9,77,
Black Gold,Adventure,6.475665,40,5,-35,12/21/2011,130,5.9,77,
Virgin Territory,Adventure,6.100498,38,5,-33,12/17/2007,93,4.3,75,
Little Buddha,Drama,5.681522,35,5,-30,12/1/1993,140,6,76,
Radio Flyer,Drama,5.618237,35,5,-30,2/21/1992,114,6.6,54,
Oldboy,Drama,7.882353,30,5,-25,11/14/2013,104,5.9,632,
The Frozen Ground,Thriller,12.388833,27,5,-22,7/18/2013,105,6.1,473,
London Boulevard,Drama,11.421915,25,5,-20,11/10/2010,103,5.7,261,
Meet the Deedles,Animation,7.336354,24,5,-19,3/27/1998,93,4.1,19,
Glitter,Drama,5.420686,22,5,-17,9/21/2001,104,3.4,38,
Collide,Thriller,31.314013,22,5,-17,8/4/2016,98,5.5,164,
Love Story 2050,Science Fiction,0.304988,20,5,-15,7/4/2008,171,3.6,8,
Bandslam,Comedy,5.757056,20,5,-15,8/6/2009,111,5.4,129,
Dylan Dog: Dead of Night,Action,12.763976,20,5,-15,3/16/2011,107,4.5,142,
Equilibrium,Action,12.671637,20,5,-15,12/6/2002,107,6.9,1584,
Fire with Fire,Action,10.999209,20,5,-15,8/31/2012,97,5.6,223,
The Fall of the Roman Empire,War,2.824367,19,5,-14,3/24/1964,188,6,34,
Dutch,Comedy,8.237799,17,5,-12,7/19/1991,107,6.4,66,
Diggstown,Action,3.622179,17,5,-12,8/14/1992,98,6.5,31,
Sunset,Action,1.835663,16,5,-11,4/29/1988,102,5.6,15,
The Lookout,Crime,12.153493,16,5,-11,3/9/2007,99,6.6,209,
The In Crowd,Thriller,1.991904,15,5,-10,7/19/2000,105,4.7,15,
The Company Men,Drama,5.858803,15,5,-10,10/21/2010,104,6.4,218,
Atlas Shrugged Part I,Drama,3.4949,15,5,-10,4/14/2011,97,5,61,Atlas Shrugged Collection
Solitary Man,Comedy,5.829644,15,5,-10,9/7/2009,90,5.8,85,
Miller's Crossing,Drama,7.495853,14,5,-9,9/21/1990,115,7.5,431,
Gossip,Drama,8.25719,14,5,-9,4/21/2000,90,5.6,70,
Under the Skin,Thriller,6.707974,13,5,-8,3/14/2014,108,6,1118,
"Paris, je t'aime",Drama,6.980486,13,5,-8,5/16/2006,120,6.7,213,
Joe's Apartment,Fantasy,9.490858,13,5,-8,7/26/1996,78,5,87,
Girl 6,Comedy,4.405169,12,5,-7,3/22/1996,108,5.7,17,
Invaders from Mars,Mystery,3.580884,12,5,-7,1/1/1986,100,5.5,59,
Whisper,Crime,10.425288,12,5,-7,11/27/2007,94,6.2,62,
From Justin to Kelly,Comedy,1.695369,12,5,-7,6/20/2003,90,3,23,
The House of Mirth,Drama,2.492547,10,5,-5,9/23/2000,140,6.4,25,
King Kong Lives,Action,2.663294,10,5,-5,11/21/1986,105,4.6,29,King Kong (1976 series)
Black and White,Drama,1.191035,10,5,-5,9/4/1999,98,4.6,20,
Anthropoid,History,8.475983,9,5,-4,8/12/2016,120,6.9,251,
Igby Goes Down,Comedy,5.536107,9,5,-4,9/13/2002,97,6.5,95,
Band of the Hand,Action,4.397712,9,5,-4,4/11/1986,109,6.9,14,
Club Dread,Comedy,6.57613,9,5,-4,2/27/2004,104,5.1,107,
Monkey Shines,Thriller,8.120652,7,5,-2,7/29/1988,113,6.2,58,
The Other Side of Heaven,Action,1.782377,7,5,-2,4/12/2001,113,6.7,14,
Late Autumn,Drama,1.077252,6,5,-1,9/10/2010,113,6.9,22,
The Spy,Action,1.822246,6,5,-1,4/5/2012,99,4.6,10,
Top Dog,Action,1.557791,6,5,-1,4/28/1995,86,4.3,26,
Wish I Was Here,Drama,6.149295,6,5,-1,1/18/2014,120,6.4,304,
Miss Julie,Drama,3.791712,6,5,-1,9/7/2014,120,5.8,46,
Galaxina,Comedy,1.409619,6,5,-1,6/6/1980,95,3.3,16,
Te3n,Mystery,1.434237,5,5,0,6/10/2016,136,6.8,23,
Once Upon a Time in the West,Western,15.589351,5,5,0,12/21/1968,175,8.1,1160,
90 Minutes in Heaven,Drama,4.222496,5,5,0,9/11/2015,121,5.4,40,
Intermission,Romance,3.715985,5,5,0,8/29/2003,105,6.4,51,
Your Friends & Neighbors,Drama,1.564774,5,5,0,2/4/1998,100,5.9,17,
Made,Action,3.531682,5,5,0,7/13/2001,94,6.3,55,
Rabbit Hole,Drama,7.007993,5,5,0,12/16/2010,91,6.8,167,
Tucker and Dale vs Evil,Comedy,6.771868,5,5,0,1/22/2010,89,7.3,860,
Kelly's Heroes,Adventure,8.418662,4,5,1,6/22/1970,144,7.2,191,
Marshland,Mystery,11.127717,4,5,1,9/25/2014,105,7.1,255,
Let's Go to Prison,Comedy,3.856827,4,5,1,11/17/2006,84,5.5,70,
Hey Ram,Drama,0.562097,4,5,1,2/18/2000,199,6.7,10,
"Dear Guest, When Will You Leave?",Comedy,0.597058,4,5,1,2/26/2010,155,6.2,9,
The Ballad of Cable Hogue,Action,2.537955,4,5,1,5/13/1970,121,6.9,48,
Justice League: War,Animation,8.138622,4,5,1,2/2/2014,79,7,234,Justice League (Animated) Collection
Justice League: The New Frontier,Action,7.031719,4,5,1,2/26/2008,75,6.6,115,
The Dawns Here Are Quiet,Drama,4.445867,3,5,2,4/30/2015,120,6.5,14,
Beginners,Drama,6.72639,3,5,2,9/11/2010,105,6.8,353,
Faster than Rabbits,Comedy,1.14731,3,5,2,1/1/2014,99,6.3,12,Kvartet I Collection
Beyond,Drama,0.702712,3,5,2,12/10/2010,99,6.2,10,
Pocketful of Miracles,Comedy,2.649605,3,5,2,12/18/1961,136,7.3,25,
An American in Paris,Drama,5.565203,3,5,2,8/8/1951,113,6.9,133,
"Ryaba, My Chicken",,0.677253,3,5,2,10/1/1994,117,4.3,3,
Hard Times,Drama,3.427039,3,5,2,9/4/1975,93,6.7,56,
A Guy Named Joe,Drama,0.662665,3,5,2,3/1/1944,120,6,8,
Gloss,Comedy,0.880482,3,5,2,8/23/2007,118,3.6,6,
Drugstore Cowboy,Crime,8.026112,3,5,2,9/9/1989,100,7,117,
This Is Spinal Tap,Comedy,13.981499,3,5,2,5/4/1984,82,7.6,413,
Jab We Met,Drama,3.959411,2,5,3,10/26/2007,145,7.2,55,
Hunting Elephants,Comedy,1.050644,2,5,3,7/3/2013,107,6.2,11,
Easy on the Eyes,Comedy,0.334881,2,5,3,2/27/2014,83,3.9,5,
The Magnificent Seven,Western,10.650752,2,5,3,10/22/1960,128,7.4,472,The Magnificent Seven Collection
The Proposition,Action,9.387212,2,5,3,10/6/2005,104,7.1,221,
Shortbus,Romance,11.547748,2,5,3,5/20/2006,101,6.3,141,
Thirteen,Crime,14.379879,2,5,3,8/20/2003,100,6.6,355,
Diary of the Dead,Horror,12.001324,2,5,3,9/8/2007,95,5.4,194,Living Dead Collection
Locke,Drama,12.792394,2,5,3,4/10/2014,85,6.9,780,
Lucky Island,Comedy,0.536756,2,5,3,12/5/2013,82,4.5,5,
Vamp,Comedy,4.119963,2,5,3,7/18/1986,93,5.9,39,
Italiano medio,Comedy,3.782108,2,5,3,1/29/2015,90,6,142,
Titanic,Drama,12.90707,2,5,3,4/11/1953,98,6.2,27,
Sunset Boulevard,Drama,11.709777,2,5,3,8/10/1950,110,8.2,533,
She Wore a Yellow Ribbon,Western,7.715087,2,5,3,10/22/1949,103,7.1,61,
Bommarillu,Drama,0.654216,1,5,4,8/9/2006,170,5.6,6,
San Francisco,Music,0.770164,1,5,4,6/26/1936,115,7,13,
Stop Making Sense,Documentary,2.359569,1,5,4,11/16/1984,88,8.7,47,
Suspicion,Mystery,5.660476,1,5,4,11/14/1941,99,7.1,140,
Troll,Fantasy,10.254424,1,5,4,1/17/1986,82,4.9,60,Troll Collection
O Kadhal Kanmani,Drama,0.739665,1,5,4,4/17/2015,138,5.8,12,
Romanzo criminale,Drama,4.387586,1,5,4,9/30/2005,152,7.3,112,
"Have Fun, Vasya!",Comedy,1.681316,1,5,4,2/16/2017,90,7.2,13,
Half Nelson,Drama,12.155115,1,5,4,8/11/2006,107,6.5,243,
Recep Ä°vedik,Comedy,1.640271,1,5,4,2/22/2008,90,5.4,21,Recep Ä°vedik Serisi
Mr. Nobody,Science Fiction,11.817059,47,4,-43,9/11/2009,156,7.9,1616,
Cats Don't Dance,Animation,3.406836,32,4,-28,3/26/1997,75,7.1,25,
A Hologram for the King,Comedy,9.104543,30,4,-26,4/22/2016,97,5.8,347,
The Pebble and the Penguin,Animation,2.304986,28,4,-24,4/11/1995,74,5.2,32,
The Accidental Spy,Action,3.136813,26,4,-22,1/18/2001,87,5.9,120,
Rules Don't Apply,Comedy,8.167673,25,4,-21,11/23/2016,127,5.9,103,
Beyond a Reasonable Doubt,Crime,5.1991,25,4,-21,2/5/2009,105,5.5,79,
Tank Girl,Action,7.602087,25,4,-21,3/31/1995,98,5.5,140,
Idle Hands,Thriller,6.851628,25,4,-21,4/30/1999,92,6.1,183,
I'm Not There.,Drama,9.351557,20,4,-16,10/1/2007,135,6.6,202,
Playing by Heart,Drama,3.010088,20,4,-16,12/30/1998,121,6.6,49,
When Time Ran Out...,Action,2.284384,20,4,-16,3/28/1980,121,7,22,
The Manhattan Project,Science Fiction,4.29831,18,4,-14,6/13/1986,118,6.1,26,
Escobar: Paradise Lost,Thriller,12.543659,17,4,-13,10/11/2014,120,6.1,281,
The Double,Action,5.498819,17,4,-13,10/27/2011,98,5.8,226,
Red Scorpion,Action,2.549325,16,4,-12,12/24/1988,105,4.9,50,
Run,Action,5.857368,16,4,-12,2/1/1991,91,5.5,13,
Lost Highway,Drama,8.449722,15,4,-11,1/15/1997,134,7.5,572,
The Midnight Meat Train,Mystery,13.389735,15,4,-11,8/7/2008,98,6,294,
Attack the Block,Action,9.93263,14,4,-10,5/12/2011,88,6.3,748,
Colonia,Drama,10.156891,14,4,-10,2/18/2016,120,7.4,566,
Thank You,Drama,1.417392,13,4,-9,4/8/2011,140,5.7,16,
Miss Sloane,Drama,14.017754,13,4,-9,11/25/2016,132,7.2,317,
Mannequin Two: On the Move,Fantasy,2.62835,13,4,-9,1/7/1991,95,4.6,28,Mannequin Collection
The Gun in Betty Lou's Handbag,Comedy,1.386549,13,4,-9,8/21/1992,89,4.1,7,
The Perfect Game,Drama,1.830829,13,4,-9,4/1/2010,118,6.3,31,
Playing God,Drama,9.657642,12,4,-8,10/17/1997,94,5.6,26,
The Monster Squad,Horror,7.075534,12,4,-8,8/14/1987,82,6.8,146,
Ran,Action,12.250232,12,4,-8,6/1/1985,162,7.9,349,
Curse of the Pink Panther,Crime,8.046375,11,4,-7,8/12/1983,109,3.6,42,The Pink Panther (Original) Collection
Empire State,Action,9.003792,11,4,-7,9/3/2013,94,4.9,229,
Twin Peaks: Fire Walk with Me,Drama,8.736538,10,4,-6,6/3/1992,134,7.3,429,
The Visual Bible: The Gospel of John,Drama,1.551648,10,4,-6,9/11/2003,125,8.2,12,
By the Sea,Drama,12.61223,10,4,-6,11/12/2015,122,5.4,159,
Denial,Drama,10.754997,10,4,-6,9/30/2016,109,6.5,161,
The Book of Henry,Thriller,24.553725,10,4,-6,6/16/2017,105,7.6,84,
Killer Joe,Crime,6.452069,10,4,-6,9/10/2011,102,6.4,433,
Earth Girls Are Easy,Music,11.509677,10,4,-6,9/8/1988,100,5.5,110,
Burke & Hare,Comedy,7.787593,10,4,-6,10/29/2010,91,6.1,151,
Free Fire,Action,10.403003,10,4,-6,3/31/2017,90,6.3,232,
"Jeff, Who Lives at Home",Drama,5.872794,10,4,-6,9/13/2011,83,6.1,220,
The Lost City,Drama,2.637004,10,4,-6,9/3/2005,144,5.9,25,
PCU,Comedy,8.888278,9,4,-5,4/29/1994,79,6,42,
Heist,Crime,8.476315,9,4,-5,11/13/2015,93,5.6,322,
Bright Star,Drama,14.337355,9,4,-5,11/5/2009,119,6.8,111,
Riding Alone for Thousands of Miles,Drama,1.883227,8,4,-4,12/22/2005,107,7.3,21,
Men with Brooms,Comedy,1.418177,8,4,-4,9/20/2002,102,4.6,8,
The Cat's Meow,Drama,13.546984,7,4,-3,8/3/2001,114,6,33,
The Big Kahuna,Comedy,4.896026,7,4,-3,4/28/2000,90,6.8,91,
Ragnarok,Action,11.365247,7,4,-3,11/11/2013,120,5.7,59,
Detroit Rock City,Comedy,6.074832,7,4,-3,8/13/1999,95,6.7,102,
One-Eyed Jacks,Western,6.945886,6,4,-2,3/30/1961,141,6.2,45,
Black Bread,Drama,3.546146,6,4,-2,10/10/2010,108,6.9,33,
The Keep,Horror,3.554491,6,4,-2,12/16/1983,96,5.9,56,
Simply Irresistible,Comedy,6.053045,6,4,-2,2/5/1999,95,5.5,52,
A Whole Life Ahead,Romance,3.372144,6,4,-2,3/28/2008,117,6.5,65,
The Spanish Apartment,Drama,5.94395,5,4,-1,5/17/2002,122,7,276,The Klapisch Trilogy
Bottle Shock,Comedy,3.334353,5,4,-1,8/6/2008,110,6.6,60,
The New Adventures of Pippi Longstocking,Fantasy,3.078111,5,4,-1,7/6/1988,100,5.8,18,
Trailer Park Boys: The Movie,Comedy,3.172765,5,4,-1,10/6/2006,95,6.8,53,Trailer Park Boys Collection
Mechenosets,Action,0.414793,5,4,-1,10/12/2006,0,5.6,7,
Raavan,Action,1.160169,5,4,-1,6/18/2010,138,4.2,15,
Before the Fall,Drama,5.69684,5,4,-1,7/4/2004,117,7.3,74,
After.Life,Drama,9.063797,5,4,-1,4/9/2010,104,5.4,253,
Critters 2,Comedy,9.97523,5,4,-1,4/29/1988,86,5,91,Critters Collection
Lootera,Drama,1.296259,4,4,0,4/4/2013,136,6.6,27,
S. Darko,Thriller,7.959965,4,4,0,4/28/2009,103,3.6,124,Darko Collection
Four Rooms,Crime,9.026586,4,4,0,12/9/1995,98,6.5,539,
The Double Hour,Crime,2.382068,4,4,0,10/9/2009,95,6.3,26,
West Is West,Comedy,0.749665,4,4,0,10/19/2010,103,6.3,15,East is East Collection
